U1	IA	Tact	U2	UH
18,87	0,15	181	2,0	6,3
18,90	0,15	181	2,0	6,3
18,92	0,16	181	2,0	6,3
18,94	0,15	181	2,0	6,3
18,97	0,16	181	2,0	6,3
18,99	0,20	181	2,0	6,3
19,02	0,20	181	2,0	6,3
19,04	0,20	181	2,0	6,3
19,07	0,23	181	2,0	6,3
19,09	0,24	181	2,0	6,3
19,12	0,22	181	2,0	6,3
19,14	0,24	181	2,0	6,3
19,16	0,27	181	2,0	6,3
19,19	0,26	181	2,0	6,3
19,21	0,28	181	2,0	6,3
19,24	0,28	181	2,0	6,3
19,26	0,29	181	2,0	6,3
19,29	0,29	181	2,0	6,3
19,31	0,32	181	2,0	6,3
19,34	0,34	181	2,0	6,3
19,36	0,37	181	2,0	6,3
19,38	0,39	181	2,0	6,3
19,41	0,43	181	2,0	6,3
19,43	0,44	181	2,0	6,3
19,46	0,47	181	2,0	6,3
19,48	0,47	181	2,0	6,3
19,51	0,51	181	2,0	6,3
19,53	0,53	181	2,0	6,3
19,56	0,55	181	2,0	6,3
19,58	0,58	181	2,0	6,3
19,60	0,66	181	2,0	6,3
19,63	0,68	181	2,0	6,3
19,65	0,71	181	2,0	6,3
19,68	0,74	181	2,0	6,3
19,70	0,78	181	2,0	6,3
19,73	0,76	181	2,0	6,3
19,75	0,80	181	2,0	6,3
19,78	0,85	181	2,0	6,3
19,80	0,87	181	2,0	6,3
19,82	0,89	181	2,0	6,3
19,85	0,96	181	2,0	6,3
19,87	1,00	181	2,0	6,3
19,90	1,02	181	2,0	6,3
19,92	1,09	181	2,0	6,3
19,95	1,14	181	2,0	6,3
19,97	1,15	181	2,0	6,3
19,99	1,19	181	2,0	6,3
20,02	1,24	181	2,0	6,3
20,04	1,27	181	2,0	6,3
20,07	1,32	181	2,0	6,3
20,09	1,33	181	2,0	6,3
20,12	1,37	181	2,0	6,3
20,14	1,42	181	2,0	6,3
20,17	1,46	181	2,0	6,3
20,19	1,50	181	2,0	6,3
20,21	1,58	181	2,0	6,3
20,24	1,65	181	2,0	6,3
20,26	1,69	181	2,0	6,3
20,29	1,74	181	2,0	6,3
20,31	1,80	181	2,0	6,3
20,34	1,83	181	2,0	6,3
20,36	1,87	181	2,0	6,3
20,39	1,92	181	2,0	6,3
20,41	1,98	181	2,0	6,3
20,43	2,02	181	2,0	6,3
20,46	2,13	181	2,0	6,3
20,48	2,18	181	2,0	6,3
20,51	2,23	181	2,0	6,3
20,53	2,26	181	2,0	6,3
20,56	2,34	181	2,0	6,3
20,58	2,34	181	2,0	6,3
20,61	2,41	181	2,0	6,3
20,63	2,47	181	2,0	6,3
20,65	2,54	181	2,0	6,3
20,68	2,58	181	2,0	6,3
20,70	2,68	181	2,0	6,3
20,73	2,71	181	2,0	6,3
20,75	2,77	181	2,0	6,3
20,78	2,84	181	2,0	6,3
20,80	2,90	181	2,0	6,3
20,83	2,94	181	2,0	6,3
20,85	3,02	181	2,0	6,3
20,87	3,07	181	2,0	6,3
20,90	3,11	181	2,0	6,3
20,92	3,18	181	2,0	6,3
20,95	3,22	181	2,0	6,3
20,97	3,25	181	2,0	6,3
21,00	3,31	181	2,0	6,3
21,02	3,39	181	2,0	6,3
21,05	3,44	181	2,0	6,3
21,07	3,51	181	2,0	6,3
21,09	3,59	181	2,0	6,3
21,12	3,66	181	2,0	6,3
21,14	3,72	181	2,0	6,3
21,17	3,80	181	2,0	6,3
21,19	3,87	181	2,0	6,3
21,22	3,93	181	2,0	6,3
21,24	3,98	181	2,0	6,3
21,26	4,05	181	2,0	6,3
21,29	4,11	181	2,0	6,3
21,31	4,21	181	2,0	6,3
21,34	4,27	181	2,0	6,3
21,36	4,35	181	2,0	6,3
21,39	4,43	181	2,0	6,3
21,41	4,51	181	2,0	6,3
21,44	4,54	181	2,0	6,3
21,46	4,63	181	2,0	6,3
21,48	4,71	181	2,0	6,3
21,51	4,77	181	2,0	6,3
21,53	4,84	181	2,0	6,3
21,56	4,96	181	2,0	6,3
21,58	5,01	181	2,0	6,3
21,61	5,08	181	2,0	6,3
21,63	5,18	181	2,0	6,3
21,66	5,25	181	2,0	6,3
21,68	5,29	181	2,0	6,3
21,70	5,36	181	2,0	6,3
21,73	5,43	181	2,0	6,3
21,75	5,45	181	2,0	6,3
21,78	5,52	181	2,0	6,3
21,80	5,58	181	2,0	6,3
21,83	5,62	181	2,0	6,3
21,85	5,66	181	2,0	6,3
21,88	5,71	181	2,0	6,3
21,90	5,75	181	2,0	6,3
21,92	5,79	181	2,0	6,3
21,95	5,82	181	2,0	6,3
21,97	5,85	181	2,0	6,3
22,00	5,86	181	2,0	6,3
22,02	5,87	181	2,0	6,3
22,05	5,86	181	2,0	6,3
22,07	5,85	181	2,0	6,3
22,10	5,85	181	2,0	6,3
22,12	5,86	181	2,0	6,3
22,14	5,83	181	2,0	6,3
22,17	5,82	181	2,0	6,3
22,19	5,80	181	2,0	6,3
22,22	5,75	181	2,0	6,3
22,24	5,66	181	2,0	6,3
22,27	5,60	181	2,0	6,3
22,29	5,48	181	2,0	6,3
22,31	5,37	181	2,0	6,3
22,34	5,27	181	2,0	6,3
22,36	5,15	181	2,0	6,3
22,39	5,06	181	2,0	6,3
22,41	4,99	181	2,0	6,3
22,44	4,90	181	2,0	6,3
22,46	4,79	181	2,0	6,3
22,49	4,71	181	2,0	6,3
22,51	4,55	181	2,0	6,3
22,53	4,39	181	2,0	6,3
22,56	4,22	181	2,0	6,3
22,58	4,06	181	2,0	6,3
22,61	3,85	181	2,0	6,3
22,63	3,68	181	2,0	6,3
22,66	3,52	181	2,0	6,3
22,68	3,36	181	2,0	6,3
22,71	3,18	181	2,0	6,3
22,73	3,07	181	2,0	6,3
22,75	2,95	181	2,0	6,3
22,78	2,81	181	2,0	6,3
22,80	2,67	181	2,0	6,3
22,83	2,58	181	2,0	6,3
22,85	2,41	181	2,0	6,3
22,88	2,27	181	2,0	6,3
22,90	2,15	181	2,0	6,3
22,93	2,02	181	2,0	6,3
22,95	1,88	181	2,0	6,3
22,97	1,80	181	2,0	6,3
23,00	1,70	181	2,0	6,3
23,02	1,61	181	2,0	6,3
23,05	1,53	181	2,0	6,3
23,07	1,47	181	2,0	6,3
23,10	1,36	181	2,0	6,3
23,12	1,28	181	2,0	6,3
23,15	1,18	181	2,0	6,3
23,17	1,10	181	2,0	6,3
23,19	1,03	181	2,0	6,3
23,22	0,94	181	2,0	6,3
23,24	0,88	181	2,0	6,3
23,27	0,85	181	2,0	6,3
23,29	0,81	181	2,0	6,3
23,32	0,77	181	2,0	6,3
23,34	0,77	181	2,0	6,3
23,36	0,74	181	2,0	6,3
23,39	0,70	181	2,0	6,3
23,41	0,67	181	2,0	6,3
23,44	0,63	181	2,0	6,3
23,46	0,55	181	2,0	6,3
23,49	0,53	181	2,0	6,3
23,51	0,51	181	2,0	6,3
23,54	0,48	181	2,0	6,3
23,56	0,47	181	2,0	6,3
23,58	0,50	181	2,0	6,3
23,61	0,50	181	2,0	6,3
23,63	0,49	181	2,0	6,3
23,66	0,50	181	2,0	6,3
23,68	0,50	181	2,0	6,3
23,71	0,47	181	2,0	6,3
23,73	0,48	181	2,0	6,3
23,76	0,49	181	2,0	6,3
23,78	0,49	181	2,0	6,3
23,80	0,50	181	2,0	6,3
23,83	0,53	181	2,0	6,3
23,85	0,54	181	2,0	6,3
23,88	0,55	181	2,0	6,3
23,90	0,58	181	2,0	6,3
23,93	0,60	181	2,0	6,3
23,95	0,61	181	2,0	6,3
23,98	0,63	181	2,0	6,3
24,00	0,66	181	2,0	6,3
24,02	0,68	181	2,0	6,3
24,05	0,71	181	2,0	6,3
24,07	0,71	181	2,0	6,3
24,10	0,75	181	2,0	6,3
24,12	0,78	181	2,0	6,3
24,15	0,82	181	2,0	6,3
24,17	0,85	181	2,0	6,3
24,20	0,94	181	2,0	6,3
24,22	0,98	181	2,0	6,3
24,24	1,02	181	2,0	6,3
24,27	1,06	181	2,0	6,3
24,29	1,11	181	2,0	6,3
24,32	1,12	181	2,0	6,3
24,34	1,17	180	2,0	6,3
24,37	1,23	180	2,0	6,3
24,39	1,28	180	2,0	6,3
24,42	1,32	180	2,0	6,3
24,44	1,40	180	2,0	6,3
24,46	1,46	180	2,0	6,3
24,49	1,51	180	2,0	6,3
24,51	1,57	180	2,0	6,3
24,54	1,64	180	2,0	6,3
24,56	1,69	180	2,0	6,3
24,59	1,75	180	2,0	6,3
24,61	1,81	180	2,0	6,3
24,63	1,87	180	2,0	6,3
24,66	1,94	180	2,0	6,3
24,68	1,98	180	2,0	6,3
24,71	2,04	180	2,0	6,3
24,73	2,10	180	2,0	6,3
24,76	2,17	180	2,0	6,3
24,78	2,23	180	2,0	6,3
24,81	2,34	180	2,0	6,3
24,83	2,44	180	2,0	6,3
24,85	2,52	180	2,0	6,3
24,88	2,61	180	2,0	6,3
24,90	2,69	180	2,0	6,3
24,93	2,76	180	2,0	6,3
24,95	2,84	180	2,0	6,3
24,98	2,91	180	2,0	6,3
25,00	2,98	180	2,0	6,3
25,03	3,05	180	2,0	6,3
25,05	3,16	180	2,0	6,3
25,07	3,24	180	2,0	6,3
25,10	3,33	180	2,0	6,3
25,12	3,42	180	2,0	6,3
25,15	3,51	180	2,0	6,3
25,17	3,56	180	2,0	6,3
25,20	3,64	181	2,0	6,3
25,22	3,71	181	2,0	6,3
25,25	3,80	181	2,0	6,3
25,27	3,88	181	2,0	6,3
25,29	4,00	181	2,0	6,3
25,32	4,07	181	2,0	6,3
25,34	4,15	181	2,0	6,3
25,37	4,23	181	2,0	6,3
25,39	4,31	181	2,0	6,3
25,42	4,37	181	2,0	6,3
25,44	4,47	181	2,0	6,3
25,47	4,57	181	2,0	6,3
25,49	4,64	181	2,0	6,3
25,51	4,75	181	2,0	6,3
25,54	4,84	181	2,0	6,3
25,56	4,92	181	2,0	6,3
25,59	4,99	181	2,0	6,3
25,61	5,09	181	2,0	6,3
25,64	5,18	181	2,0	6,3
25,66	5,26	181	2,0	6,3
25,68	5,37	180	2,0	6,3
25,71	5,49	181	2,0	6,3
25,73	5,59	181	2,0	6,3
25,76	5,69	181	2,0	6,3
25,78	5,79	181	2,0	6,3
25,81	5,92	181	2,0	6,3
25,83	6,00	181	2,0	6,3
25,86	6,09	181	2,0	6,3
25,88	6,24	181	2,0	6,3
25,90	6,34	181	2,0	6,3
25,93	6,41	181	2,0	6,3
25,95	6,54	181	2,0	6,3
25,98	6,67	181	2,0	6,3
26,00	6,72	181	2,0	6,3
26,03	6,82	181	2,0	6,3
26,05	6,95	181	2,0	6,3
26,08	7,06	181	2,0	6,3
26,10	7,15	181	2,0	6,3
26,12	7,25	181	2,0	6,3
26,15	7,39	181	2,0	6,3
26,17	7,49	181	2,0	6,3
26,20	7,59	181	2,0	6,3
26,22	7,73	181	2,0	6,3
26,25	7,87	181	2,0	6,3
26,27	7,97	181	2,0	6,3
26,30	8,07	181	2,0	6,3
26,32	8,20	181	2,0	6,3
26,34	8,31	181	2,0	6,3
26,37	8,42	181	2,0	6,3
26,39	8,56	181	2,0	6,3
26,42	8,67	181	2,0	6,3
26,44	8,75	181	2,0	6,3
26,47	8,83	181	2,0	6,3
26,49	8,94	181	2,0	6,3
26,52	9,01	181	2,0	6,3
26,54	9,12	181	2,0	6,3
26,56	9,24	181	2,0	6,3
26,59	9,36	181	2,0	6,3
26,61	9,46	181	2,0	6,3
26,64	9,56	181	2,0	6,3
26,66	9,66	181	2,0	6,3
26,69	9,78	181	2,0	6,3
26,71	9,88	181	2,0	6,3
26,73	9,96	181	2,0	6,3
26,76	10,05	181	2,0	6,3
26,78	10,13	181	2,0	6,3
26,81	10,19	181	2,0	6,3
26,83	10,25	181	2,0	6,3
26,86	10,32	181	2,0	6,3
26,88	10,36	181	2,0	6,3
26,91	10,41	181	2,0	6,3
26,93	10,45	181	2,0	6,3
26,95	10,49	181	2,0	6,3
26,98	10,52	181	2,0	6,3
27,00	10,57	181	2,0	6,3
27,03	10,57	181	2,0	6,3
27,05	10,56	181	2,0	6,3
27,08	10,58	181	2,0	6,3
27,10	10,54	181	2,0	6,3
27,13	10,46	181	2,0	6,3
27,15	10,40	181	2,0	6,3
27,17	10,32	181	2,0	6,3
27,20	10,17	181	2,0	6,3
27,22	10,04	181	2,0	6,3
27,25	9,92	181	2,0	6,3
27,27	9,75	181	2,0	6,3
27,30	9,61	181	2,0	6,3
27,32	9,50	181	2,0	6,3
27,35	9,35	181	2,0	6,3
27,37	9,16	181	2,0	6,3
27,39	8,96	181	2,0	6,3
27,42	8,73	181	2,0	6,3
27,44	8,45	181	2,0	6,3
27,47	8,19	181	2,0	6,3
27,49	7,91	181	2,0	6,3
27,52	7,63	181	2,0	6,3
27,54	7,34	181	2,0	6,3
27,57	7,09	181	2,0	6,3
27,59	6,85	181	2,0	6,3
27,61	6,62	181	2,0	6,3
27,64	6,37	181	2,0	6,3
27,66	6,10	181	2,0	6,3
27,69	5,82	181	2,0	6,3
27,71	5,53	181	2,0	6,3
27,74	5,19	181	2,0	6,3
27,76	4,94	181	2,0	6,3
27,78	4,68	181	2,0	6,3
27,81	4,39	181	2,0	6,3
27,83	4,14	181	2,0	6,3
27,86	3,99	181	2,0	6,3
27,88	3,78	181	2,0	6,3
27,91	3,58	181	2,0	6,3
27,93	3,47	181	2,0	6,3
27,96	3,30	181	2,0	6,3
27,98	3,08	181	2,0	6,3
28,00	2,90	181	2,0	6,3
28,03	2,74	181	2,0	6,3
28,05	2,52	181	2,0	6,3
28,08	2,38	181	2,0	6,3
28,10	2,24	181	2,0	6,3
28,13	2,12	181	2,0	6,3
28,15	2,01	181	2,0	6,3
28,18	1,95	181	2,0	6,3
28,20	1,86	181	2,0	6,3
28,22	1,78	181	2,0	6,3
28,25	1,70	181	2,0	6,3
28,27	1,61	181	2,0	6,3
28,30	1,51	181	2,0	6,3
28,32	1,44	181	2,0	6,3
28,35	1,37	181	2,0	6,3
28,37	1,32	181	2,0	6,3
28,40	1,27	181	2,0	6,3
28,42	1,25	181	2,0	6,3
28,44	1,22	181	2,0	6,3
28,47	1,20	181	2,0	6,3
28,49	1,18	181	2,0	6,3
28,52	1,17	181	2,0	6,3
28,54	1,15	181	2,0	6,3
28,57	1,15	181	2,0	6,3
28,59	1,15	181	2,0	6,3
28,62	1,15	181	2,0	6,3
28,64	1,16	181	2,0	6,3
28,66	1,15	181	2,0	6,3
28,69	1,17	181	2,0	6,3
28,71	1,19	181	2,0	6,3
28,74	1,22	181	2,0	6,3
28,76	1,25	181	2,0	6,3
28,79	1,33	181	2,0	6,3
28,81	1,37	181	2,0	6,3
28,84	1,40	181	2,0	6,3
28,86	1,43	181	2,0	6,3
28,88	1,48	181	2,0	6,3
28,91	1,49	181	2,0	6,3
28,93	1,54	181	2,0	6,3
28,96	1,60	181	2,0	6,3
28,98	1,66	181	2,0	6,3
29,01	1,70	181	2,0	6,3
29,03	1,78	181	2,0	6,3
29,05	1,85	181	2,0	6,3
29,08	1,90	181	2,0	6,3
29,10	1,97	181	2,0	6,3
29,13	2,06	181	2,0	6,3
29,15	2,11	181	2,0	6,3
29,18	2,19	181	2,0	6,3
29,20	2,27	181	2,0	6,3
29,23	2,35	181	2,0	6,3
29,25	2,43	181	2,0	6,3
29,27	2,55	181	2,0	6,3
29,30	2,62	181	2,0	6,3
29,32	2,71	181	2,0	6,3
29,35	2,82	181	2,0	6,3
29,37	2,91	181	2,0	6,3
29,40	2,97	181	2,0	6,3
29,42	3,09	181	2,0	6,3
29,45	3,21	181	2,0	6,3
29,47	3,29	181	2,0	6,3
29,49	3,40	181	2,0	6,3
29,52	3,50	181	2,0	6,3
29,54	3,61	181	2,0	6,3
29,57	3,69	181	2,0	6,3
29,59	3,80	181	2,0	6,3
29,62	3,88	181	2,0	6,3
29,64	4,00	181	2,0	6,3
29,67	4,09	181	2,0	6,3
29,69	4,21	181	2,0	6,3
29,71	4,32	181	2,0	6,3
29,74	4,43	181	2,0	6,3
29,76	4,52	181	2,0	6,3
29,79	4,64	181	2,0	6,3
29,81	4,75	181	2,0	6,3
29,84	4,87	181	2,0	6,3
29,86	4,97	181	2,0	6,3
29,89	5,11	181	2,0	6,3
29,91	5,21	181	2,0	6,3
29,93	5,31	181	2,0	6,3
29,96	5,43	181	2,0	6,3
29,98	5,56	181	2,0	6,3
30,01	5,66	181	2,0	6,3
30,03	5,80	181	2,0	6,3
30,06	5,96	181	2,0	6,3
30,08	6,09	181	2,0	6,3
30,10	6,22	181	2,0	6,3
30,13	6,40	181	2,0	6,3
30,15	6,50	181	2,0	6,3
30,18	6,59	181	2,0	6,3
30,20	6,73	181	2,0	6,3
30,23	6,87	181	2,0	6,3
30,25	6,96	181	2,0	6,3
30,28	7,10	181	2,0	6,3
30,30	7,28	181	2,0	6,3
30,32	7,40	181	2,0	6,3
30,35	7,54	181	2,0	6,3
30,37	7,67	181	2,0	6,3
30,40	7,85	181	2,0	6,3
30,42	7,99	181	2,0	6,3
30,45	8,13	181	2,0	6,3
30,47	8,25	181	2,0	6,3
30,50	8,43	181	2,0	6,3
30,52	8,56	181	2,0	6,3
30,54	8,68	181	2,0	6,3
30,57	8,86	181	2,0	6,3
30,59	9,03	181	2,0	6,3
30,62	9,15	181	2,0	6,3
30,64	9,29	181	2,0	6,3
30,67	9,46	181	2,0	6,3
30,69	9,60	181	2,0	6,3
30,72	9,72	181	2,0	6,3
30,74	9,90	181	2,0	6,3
30,76	10,06	181	2,0	6,3
30,79	10,18	181	2,0	6,3
30,81	10,33	181	2,0	6,3
30,84	10,52	181	2,0	6,3
30,86	10,67	181	2,0	6,3
30,89	10,83	181	2,0	6,3
30,91	11,01	181	2,0	6,3
30,94	11,19	181	2,0	6,3
30,96	11,35	181	2,0	6,3
30,98	11,56	181	2,0	6,3
31,01	11,70	181	2,0	6,3
31,03	11,82	181	2,0	6,3
31,06	11,98	181	2,0	6,3
31,08	12,13	181	2,0	6,3
31,11	12,24	181	2,0	6,3
31,13	12,43	181	2,0	6,3
31,15	12,63	181	2,0	6,3
31,18	12,81	181	2,0	6,3
31,20	13,01	181	2,0	6,3
31,23	13,16	181	2,0	6,3
31,25	13,32	181	2,0	6,3
31,28	13,50	181	2,0	6,3
31,30	13,66	181	2,0	6,3
31,33	13,76	181	2,0	6,3
31,35	13,95	181	2,0	6,3
31,37	14,13	181	2,0	6,3
31,40	14,25	181	2,0	6,3
31,42	14,41	181	2,0	6,3
31,45	14,61	181	2,0	6,3
31,47	14,75	181	2,0	6,3
31,50	14,89	181	2,0	6,3
31,52	15,07	181	2,0	6,3
31,55	15,22	181	2,0	6,3
31,57	15,39	181	2,0	6,3
31,59	15,55	181	2,0	6,3
31,62	15,68	181	2,0	6,3
31,64	15,81	181	2,0	6,3
31,67	15,94	181	2,0	6,3
31,69	16,04	181	2,0	6,3
31,72	16,15	181	2,0	6,3
31,74	16,30	181	2,0	6,3
31,77	16,43	181	2,0	6,3
31,79	16,52	181	2,0	6,3
31,81	16,64	181	2,0	6,3
31,84	16,78	181	2,0	6,3
31,86	16,83	181	2,0	6,3
31,89	16,87	181	2,0	6,3
31,91	16,93	181	2,0	6,3
31,94	16,96	181	2,0	6,3
31,96	16,92	181	2,0	6,3
31,99	16,91	181	2,0	6,3
32,01	16,89	181	2,0	6,3
32,03	16,83	181	2,0	6,3
32,06	16,75	181	2,0	6,3
32,08	16,65	181	2,0	6,3
32,11	16,56	181	2,0	6,3
32,13	16,43	181	2,0	6,3
32,16	16,30	181	2,0	6,3
32,18	16,16	181	2,0	6,3
32,20	16,00	181	2,0	6,3
32,23	15,80	181	2,0	6,3
32,25	15,59	181	2,0	6,3
32,28	15,34	181	2,0	6,3
32,30	15,07	181	2,0	6,3
32,33	14,73	181	2,0	6,3
32,35	14,40	181	2,0	6,3
32,38	14,05	181	2,0	6,3
32,40	13,65	181	2,0	6,3
32,42	13,24	181	2,0	6,3
32,45	12,93	181	2,0	6,3
32,47	12,63	181	2,0	6,3
32,50	12,28	181	2,0	6,3
32,52	11,93	181	2,0	6,3
32,55	11,61	181	2,0	6,3
32,57	11,21	181	2,0	6,3
32,60	10,72	181	2,0	6,3
32,62	10,27	181	2,0	6,3
32,64	9,88	181	2,0	6,3
32,67	9,43	181	2,0	6,3
32,69	9,02	181	2,0	6,3
32,72	8,64	181	2,0	6,3
32,74	8,34	181	2,0	6,3
32,77	8,01	181	2,0	6,3
32,79	7,70	181	2,0	6,3
32,82	7,40	181	2,0	6,3
32,84	7,09	181	2,0	6,3
32,86	6,74	181	2,0	6,3
32,89	6,41	181	2,0	6,3
32,91	6,10	181	2,0	6,3
32,94	5,79	181	2,0	6,3
32,96	5,51	181	2,0	6,3
32,99	5,23	181	2,0	6,3
33,01	5,02	181	2,0	6,3
33,04	4,82	181	2,0	6,3
33,06	4,61	181	2,0	6,3
33,08	4,44	181	2,0	6,3
33,11	4,27	181	2,0	6,3
33,13	4,06	181	2,0	6,3
33,16	3,86	181	2,0	6,3
33,18	3,69	181	2,0	6,3
33,21	3,52	181	2,0	6,3
33,23	3,37	181	2,0	6,3
33,26	3,23	181	2,0	6,3
33,28	3,12	181	2,0	6,3
33,30	3,03	181	2,0	6,3
33,33	2,95	181	2,0	6,3
33,35	2,89	181	2,0	6,3
33,38	2,85	181	2,0	6,3
33,40	2,80	181	2,0	6,3
33,43	2,75	181	2,0	6,3
33,45	2,71	181	2,0	6,3
33,47	2,69	181	2,0	6,3
33,50	2,66	181	2,0	6,3
33,52	2,66	181	2,0	6,3
33,55	2,67	181	2,0	6,3
33,57	2,68	181	2,0	6,3
33,60	2,69	181	2,0	6,3
33,62	2,73	181	2,0	6,3
33,65	2,74	181	2,0	6,3
33,67	2,76	181	2,0	6,3
33,69	2,80	181	2,0	6,3
33,72	2,84	181	2,0	6,3
33,74	2,87	181	2,0	6,3
33,77	2,94	181	2,0	6,3
33,79	2,99	181	2,0	6,3
33,82	3,05	181	2,0	6,3
33,84	3,12	181	2,0	6,3
33,87	3,23	181	2,0	6,3
33,89	3,28	181	2,0	6,3
33,91	3,37	181	2,0	6,3
33,94	3,47	181	2,0	6,3
33,96	3,54	181	2,0	6,3
33,99	3,59	181	2,0	6,3
34,01	3,70	181	2,0	6,3
34,04	3,81	181	2,0	6,3
34,06	3,90	181	2,0	6,3
34,09	4,03	181	2,0	6,3
34,11	4,14	181	2,0	6,3
34,13	4,27	181	2,0	6,3
34,16	4,39	181	2,0	6,3
34,18	4,50	182	2,0	6,3
34,21	4,60	182	2,0	6,3
34,23	4,73	181	2,0	6,3
34,26	4,84	182	2,0	6,3
34,28	4,97	182	2,0	6,3
34,31	5,13	181	2,0	6,3
34,33	5,28	182	2,0	6,3
34,35	5,40	182	2,0	6,3
34,38	5,58	182	2,0	6,3
34,40	5,73	182	2,0	6,3
34,43	5,88	182	2,0	6,3
34,45	6,01	181	2,0	6,3
34,48	6,20	181	2,0	6,3
34,50	6,33	182	2,0	6,3
34,52	6,45	181	2,0	6,3
34,55	6,61	182	2,0	6,3
34,57	6,78	182	2,0	6,3
34,60	6,91	181	2,0	6,3
34,62	7,10	181	2,0	6,3
34,65	7,29	181	2,0	6,3
34,67	7,46	181	2,0	6,3
34,70	7,65	181	2,0	6,3
34,72	7,86	181	2,0	6,3
34,74	8,00	181	2,0	6,3
34,77	8,15	181	2,0	6,3
34,79	8,31	181	2,0	6,3
34,82	8,46	181	2,0	6,3
34,84	8,62	181	2,0	6,3
34,87	8,80	181	2,0	6,3
34,89	8,98	181	2,0	6,3
34,92	9,18	181	2,0	6,3
34,94	9,38	181	2,0	6,3
34,96	9,53	181	2,0	6,3
34,99	9,65	181	2,0	6,3
